,Datetime,Tweet Id,Text
26,2022-04-28 12:33:02+00:00,1519655932829048833,@Pidge Your devotion to the EU racket has led to ordinary Irish farms being turned into ugly and cruel dairy factory farms . With cows in cruel toxic conditions which is catastrophic for the environment and public health. You are just a virtue signaller. Shame on you.
27,2022-04-28 12:28:13+00:00,1519654717563019264,"@moranjustin Can’t say I agree Justin - wilfully ignorant of these issues, not least the idea that people oppose wind farms because it ruins the view"
28,2022-04-28 12:27:33+00:00,1519654553360154626,"Come along Saturday for lots of fun entertainment for all the family at The supernatural food market Pearse Street ❤️❤️ @ Dublin, Ireland https://t.co/MRJX3hWlSM"
29,2022-04-28 11:00:56+00:00,1519632751711903744,"Megan O’Driscoll, past student on the @DCU and @Bordbia MSc Insights and Innovation shares her experience of the programme and her work placement with Dawn Farms. Read more: https://t.co/64ikhQzPqv"
30,2022-04-28 10:48:09+00:00,1519629536136204288,"@WicklowN They are fairly simple to grow and can be reintroduced into areas quite easily. I farm them in plant pots &amp; grow them from seed, then plant them out in my local parks. https://t.co/GqoVBft4El"
31,2022-04-28 10:41:50+00:00,1519627945286979586,"Back at the Irish Farm Centre today for the @IFAmedia Animal Health meeting - lots to discuss including TB, BVD, Fallen Animals and Vet Medicines https://t.co/YToj6KxLwO"
32,2022-04-28 10:01:14+00:00,1519617727463411712,"@SheronBoyle1 @heatherbetsy It’s amazing what could be done back then. Small farm, yet we all finished our education, 4 went to third level, 2 severed apprenticeship &amp; I stayed farming. Both my wife &amp; myself running a business from the farm now. My parents also run a minibus service once we were in school"
33,2022-04-28 09:07:00+00:00,1519604081026863109,"No more coddling:
Bikes have to be given road space...Walls in housing estates have to be knocked to enable pedestrians take shortcuts.Eating meat three times a day &amp; drinking below-cost milk can’t go on. Wind farms must be built even if it ruins the view. https://t.co/BRvSTPRDMN"
34,2022-04-28 08:22:07+00:00,1519592784461766656,"@newhandlehun @OMathuna89 dolphins barn?
I'm from meath grew up on a small farm and live in Dublin now. My tweet referred to the public reps and tds that claiming to be the voices of rural Ireland. Not sure what projection is off me but I try not to misrepresent what other people say."
35,2022-04-28 06:24:31+00:00,1519563192363593728,"‘Farm animal found staggering on three legs 'shaking with pain' on Killorglin farm, court told’

https://t.co/SJxnavyU1Y"
36,2022-04-27 22:48:07+00:00,1519448333374443522,"Also killed is Jimmy Greenfield, a man described as being 'feeble minded' who had been the Buttimer's farm servant for years. He was in his bed - Buttimer having been shot in the same room
https://t.co/u8IhwEuWLT"
37,2022-04-27 21:17:48+00:00,1519425605443678209,Finally managed to get some villagers to breed and finished the auto carrot and potato farm!
38,2022-04-27 21:02:37+00:00,1519421783887298560,@CiaranOShea11 @WilliamConlon @timolearyifa1 @1noeloconnor Would a good estimate  be 1k farms?
39,2022-04-27 20:45:56+00:00,1519417587012046848,"@Curiouscandyce Large Animal Veterinarians and Farm Veterinarians should unite against Bill Gates.

Vincent Alexis, DVM"
40,2022-04-27 20:08:15+00:00,1519408100696014849,@publiclens1 @SuperValuIRL @Brendan63831601 All of SuperValu’s beef is Irish and can be traced back directly to farm of origin
41,2022-04-27 20:06:24+00:00,1519407638718693376,"@GerMc88513346 Ger, That sounds rough. The tweet is in reference to the tds and public representatives that play into this particular brand of divisive politics. Not how I think everyone in rural Ireland lives.
I'm from rural Ireland,I grew up on a small farm where my family still live"
42,2022-04-27 19:47:40+00:00,1519402920344752129,Delighted to visit 4 Florida dairy farms while on holidays. 1200 - 3000 cow herds. Impressive set ups for cows &amp; calves. Learnt lots. #floridadairy #bigdairies #autocalffeeders https://t.co/wM7oik1VJQ
43,2022-04-27 19:41:26+00:00,1519401351784153089,"@privacylawGER @JEsquenaziMX @OdiaKagan I think we should all move to the island of Hawaii, declare the mainland US the isle of inadequacy, and start a large cat farm/data Purrtection network."
44,2022-04-27 18:47:07+00:00,1519387683264548869,"Going live with more #minecraft today trying to get some auto farms going
https://t.co/Y3vjVoAwQB
#twitchaffiliate #smallstreamer"
45,2022-04-27 17:26:39+00:00,1519367432628019202,"Newspaper from 5th Feb 1975 being used as flooring underlay and only ripped up today 47 years later. About trouble between Bohs and Home Farm in Dalymount, what a find 🔴⚫️ https://t.co/6yORMAsYCH"
46,2022-04-27 17:04:42+00:00,1519361911049142278,"Delighted to have been awarded an Artists Suport Bursary by Fingal Arts Office @fingalarts. As is Percival the farm cat, he just hides it well. Can't wait to resume on-site research for ""Threshold', phase 3 of my long term fine art photography project on Midlands communities. https://t.co/LHlxNe9BsL"
47,2022-04-27 16:03:31+00:00,1519346513738149889,"@nestorpadraig2 @katieharr1988 I am .. thanks 👍🙂 
Sure I'm from a farm myself."
48,2022-04-27 15:52:12+00:00,1519343664312590342,"New York State will ban the opening of new mining farms for 2 years if they do not use green energy. If the governor signs the law, it will be the first case of blocking the mining of PoW cryptocurrencies in the world. And u https://t.co/a9xURVN9x7 ecomining :)"
49,2022-04-27 15:42:32+00:00,1519341233742786560,@SourceHalloween The fact Michael used farm equipment in the barn kills and the laundry chute scene
50,2022-04-27 15:33:27+00:00,1519338945036828672,"@abarnettPhD Farm boy allows smaller batches. 
Also, chop and freeze!"
51,2022-04-27 15:22:43+00:00,1519336245989629952,@MikeHudema PV efficiency goes down with temperature. wonder if mirror solar farms would perform better there. It also has the in herent option to store the heat and release it back ith the sun does not shine .
52,2022-04-27 14:54:51+00:00,1519329231968387076,"Update to recent fires at farms and #food processing facilities. Yesterday in the #UK. A large fire at a sausage factory was being tackled by 70 firefighters from across Essex and Hertfordshire. (Video)
- This comes after yesterdays fire... More details @ https://t.co/hJhrgWISiT"
53,2022-04-27 14:24:47+00:00,1519321665502654464,"@danobrien20 Better food in the Italian case.

We have friends in Umbria (Italy's answer to Co. Offaly).

Lots of good homegrown food &amp; olive oil, little processed food and hard work on the farm.

And of course a good supply of good quality red wine 

;-)"
54,2022-04-27 13:45:29+00:00,1519311777082843137,"@G_Eats_Midwits @JohnLalor18 Ah now, you get a lot of window boxes on a farm."
55,2022-04-27 13:21:42+00:00,1519305790754115585,@WillSutton78 Wasn't she in Emmerdale Farm for awhile or did i imagine that
56,2022-04-27 10:54:31+00:00,1519268750800953344,Hopefully lots of cherry’s this summer https://t.co/nXkuRduYA6
57,2022-04-27 10:30:03+00:00,1519262592174329856,@Dept_ECC @EamonRyan @smytho What’s happening with the decommissioning of the disastrous Derrybrien #wind farm? This should be an ideal candidate for the Sustainability Challenge - #circulareconomy
58,2022-04-27 09:59:23+00:00,1519254876127174656,"Are you based in Ireland &amp; currently working on a farm? We want to hear from you! https://t.co/M2RHMk6uIX

You are invited to complete our survey on #AgMentalHealth as part of work funded by @NOSPIreland to inform interventions for farmers

@ucddublin @ucdagfood @tomas_russell"
59,2022-04-27 09:54:37+00:00,1519253675583098881,This is a good read on floating wind farms.https://t.co/C6fLZzrSP2
60,2022-04-27 08:42:30+00:00,1519235527324712960,‘Surging input costs are keeping #farmers awake at night’: #Ifac Irish Farm Report 2022 https://t.co/XbElmpY8yh #agribusiness @ifac_ireland
61,2022-04-27 07:08:58+00:00,1519211988857020416,"The Bill will aim to protect family farms from vulture, or distressed debt, funds @mattiemcgrathtd #farmers 
https://t.co/u3NXd9UAhP"
62,2022-04-27 05:13:42+00:00,1519182980563886081,My parents told me they found me on their front doorstep. They were hardworking farmers with a very large farm. My Mom came out the door to take lunch to Dad while he was out in the fields plowing. #bookbubble Stu Duncan https://t.co/nZUCKPPck2 #fiction #literature #amreading
63,2022-04-27 03:24:50+00:00,1519155585437954049,My parents told me they found me on their front doorstep. They were hardworking farmers with a very large farm. My Mom came out the door to take lunch to Dad while he was out in the fields plowing. #bookbubble Stu Duncan https://t.co/gNkcP6pzev #fiction #literature #amreading
64,2022-04-27 01:51:58+00:00,1519132213153087490,@AwakenWithJP It's a good product. Where's your farm and how many head of cattle do you run?
65,2022-04-26 23:56:40+00:00,1519103198203719683,@SifAvellana The farm
66,2022-04-26 20:59:02+00:00,1519058494594420736,"@AineGilchrist @seafoid19 No farm, townies"
67,2022-04-26 20:04:57+00:00,1519044884279316487,"@TomTierney18 Yes that’s fair. Farms to the west aren’t as intensively utilised as those to the south and south east. 

I would certainly agree that policymakers must incentivise biodiversity initiatives. While enviro types like myself ask for that it also must come from farmers themselves."
68,2022-04-26 19:49:04+00:00,1519040887489282048,@Morleypm Absence of critical analysis of this kind of guff is pretty depressing. Even the term ‘family farm’ is designed to make people think that you’re dealing with ‘The Walton’s’ but in reality you have some farmers who have aggressively built up farms using a ton of debt.
69,2022-04-26 19:41:00+00:00,1519038856733077508,Your regular reminder that “family farms” are only repossessed in situations where borrowers are taking the complete mick. Any law that would make taking possession more difficult will result in higher charges to all bank customers. https://t.co/AFu3aSUo7x
70,2022-04-26 19:35:16+00:00,1519037412181262337,New Law Brought Before Dail To Protect Family Farm From Vulture Funds Rural Independents plan to protect the farm  https://t.co/mMyeReOSzj
71,2022-04-26 19:32:35+00:00,1519036740660600834,Labour intensive farm jobs may disappear for good #agtech #robotics #FutureOfWork https://t.co/kBEPSIl8XN
72,2022-04-26 17:24:27+00:00,1519004494281035776,"@mattlibrarian Would Animal Farm work or is it too grown up? My memory of Black Beauty is that it has lots of grim scenes about work horses, but I haven’t read it since I was a kid so might be misremembering"
73,2022-04-26 16:45:00+00:00,1518994564484268033,"Check out our Blog post about Pneumonia to learn more.
🔗 https://t.co/JVfqEGh58b

#moocall #moocallsensor #moocallheat #moocallcalvingsensor #calvingsensor #heatdetection #heatdetectionsystem #agbusiness #agribusiness #agtech #agritech #farm #farming #tips #farm365 https://t.co/EWdfCJfgYa"
74,2022-04-26 16:15:45+00:00,1518987202939736064,"His brother Sgt. Willie Malone, 2nd Royal Dublin Fusiliers, died the year previous following a German gas attack at Mouse Trap Farm near Ieper. Lest you forget. https://t.co/Ur0lkUSKGi"
75,2022-04-26 15:18:48+00:00,1518972873859383302,"🐷🐑🚜2nd and 3rd Year Geo students spent the day at Causey Farm. They learned about everything it takes to run a farm, fed all the animals and ended the fun by jumping (and getting stuck in!) the bog. Fantastic participation and enthusiasm from EVERYONE! @Sandym0untPark 🐷🐑🚜 https://t.co/GKJlNjR6Sn"
76,2022-04-26 15:15:47+00:00,1518972110973984768,My parents told me they found me on their front doorstep. They were hardworking farmers with a very large farm. My Mom came out the door to take lunch to Dad while he was out in the fields plowing. #bookbubble Stu Duncan https://t.co/2rRWEDN7qC #fiction #literature #amreading
77,2022-04-26 15:13:19+00:00,1518971493757210624,"Thanks for visiting us @AirfieldEstate to learn about everything on offer! We loved showing you our farm, gardens, heritage and food options - all within our 38 acres in the heart of Dublin City. https://t.co/xANs8eSMIK"
78,2022-04-26 14:49:08+00:00,1518965407234854914,"15 Larkfield Glade, Clay Farm, Leopardstown.. ⇨ €615,000 | 3 Bed End of Terrace 1540 ft.. | https://t.co/AovjICYmmI | #leopardstown"
79,2022-04-26 14:39:55+00:00,1518963088233578496,Farms Gates on private land are now considered racist barriers. We must stand up and fight this dangerous nonsense. https://t.co/ShhdxNJoNT
80,2022-04-26 13:00:27+00:00,1518938053083115524,Chadwicks owner brings challenge against Tullamore farm waste-to-energy plant https://t.co/c18k6vGwO4
81,2022-04-26 12:15:18+00:00,1518926694744301568,Forgot to save the negativity for my alt. Must stay positive! It's just been hard since they deactivated my bot farm.
82,2022-04-26 12:05:06+00:00,1518924127029153792,@gouganebarra And they’re going to plans a wind farm there?
83,2022-04-26 11:53:00+00:00,1518921079703711744,"Restore a farmhouse over 175 years old in Wentworth. This host family dreams of creating a sustainable homestead by restoring an old farm house. 

https://t.co/MKNfRFN0iU https://t.co/wr8pQrnHGc"
84,2022-04-26 10:48:41+00:00,1518904894442381313,@marcuschown Yes. The almost total failure across popular media to make banner headlines of such earth shattering fraud heralds the shocking demise of the freedom not only of the Press but also of the airways. Animal Farm has arrived in all its duplicity. George Orwell saw it coming.
85,2022-04-26 10:10:28+00:00,1518895278996271104,This weekend the farm will be open Saturday &amp; Sunday 10am to 12pm. We will be open Bank Holiday Monday 10am to 1pm too. This May bank holiday we will have ribbons on the trees so you can find the farm. Will also have maps around the park to help you find us. Details to follow. https://t.co/K0AtP1yymj
86,2022-04-26 10:03:47+00:00,1518893593758515201,"As we approach the end of term, recommendations for fun and effective revision activities? Romeo and Juliet, Animal Farm, anything and everything ..."
87,2022-04-26 09:14:36+00:00,1518881218120634368,"@18for0 @colm_duffy @SadhbhO @NTBreakfast I say this with respect and as someone not opposed in principle to nuclear energy but unless failure to follow the IAEA approach would literally lead to the arrest of the Taoiseach it's not relevant. 

Getting a wind farm built in 10 years would be considered a good outcome."
88,2022-04-26 08:44:06+00:00,1518873543966179328,"@Farm_84 I have other mugs I like, but it's not the same as 'the one' But sorry to hear about yours!"
89,2022-04-26 08:19:56+00:00,1518867458798534657,Row over planned wind farm at Cork beauty spot Gougane Barra (via @IrishTimes) https://t.co/jtmt6NUwxh
90,2022-04-26 07:45:44+00:00,1518858852229431296,@jayr1972 @MrMBrown @UreshP I can’t apply yet anyway because I only bought the farm yesterday.  60 days minimum till i have payslips from The Irish Potato Famine Company limited. ✅😁😁😁😁🤣🤣🤣
91,2022-04-26 07:03:32+00:00,1518848236064284673,@swanblack404 @Magpie319 Is it still showing on any platform? I rember dissecting Animal Farm with my Father 45yrs ago. We had long talks and debates analysing it. He really prepared me for what's coming. I also imagined earth the way it is depicted in Blade Runner! A ruined wasteland without sunshine
92,2022-04-26 03:49:44+00:00,1518799461325033472,Just a foo in his unfinished farm #stardewvalley https://t.co/IDQwRieViA
93,2022-04-26 00:04:46+00:00,1518742846395748352,My parents told me they found me on their front doorstep. They were hardworking farmers with a very large farm. My Mom came out the door to take lunch to Dad while he was out in the fields plowing. #bookbubble Stu Duncan https://t.co/m1TraRwfWA #fiction #literature #amreading
94,2022-04-25 23:20:13+00:00,1518731635012915203,@DefensorFideiPL It's a troll farm somewhere.
95,2022-04-25 21:06:23+00:00,1518697958061051904,"Day 2️⃣: Explored Kilkenny 🏰, hiked Glendalough ⛰, went to an Irish 🐑 farm in Wicklow, ate local fare 🥔. https://t.co/GNU1H9zXAV"
96,2022-04-25 20:38:24+00:00,1518690915472265218,"@Liz_ORiordan Why is it so many 'influencers' become '#nutritionists'? Thank goodness not everyone is so gullible. My granny had the best advice ever. Grow &amp; consume what u can locally, &amp; we did on her small #Wexford farm when we were kids @farmersjournal @MacranaFeirme @ENNonline @Concern @UN"
97,2022-04-25 18:42:51+00:00,1518661835238649858,"@WendyRogersAZ Buying that much farm land doesn’t demonstrate Bill Gates’ enormous need for food, it demonstrates his enormous need for power over people (who need food)."
98,2022-04-25 18:31:00+00:00,1518658853973413892,@gardenngather @ItaOKelly Margaret you are a genius - I love your “from farm to fork” tour also
99,2022-04-25 18:30:56+00:00,1518658835795394561,I just earned the 'Trip to the Farm (Level 12)' badge on @untappd! https://t.co/VzwZstpFUD
100,2022-04-25 17:53:37+00:00,1518649443221966852,@IL0VEthe80s Follyfoot farm https://t.co/WAEol1IRIg
101,2022-04-25 17:52:59+00:00,1518649285784621057,@ProperFood_ie Gougane Barra but do it in the next couple of years because they are bloody building wind farms around it 😡 - https://t.co/IW6TTvrsfQ
102,2022-04-25 17:35:18+00:00,1518644833899925506,@IrelandsFarmers Its a lovely spot for sure but looks like a biodiversity wasteland.  Have you managed to create/protect any ecologically rich areas on the farm ?
103,2022-04-25 15:56:17+00:00,1518619918073307136,"At @NaasRacecourse
1R  Irish Stallion Farm EBF (Fillies) M´dn 
La Dolce Vita https://t.co/1mOCiDW2UB"
104,2022-04-25 15:54:33+00:00,1518619481123160069,"At @NaasRacecourse
1R  Irish Stallion Farm EBF (Fillies) M´dn 
Winner👑　Deneuve &amp; R L Moore
@aobrienfansite @RyanMooreFans https://t.co/tdhANtuPC1"
105,2022-04-25 15:20:03+00:00,1518610798695882752,"We look at the real estate aspects of offshore wind farms. While some elements will be new to wind farm developers, there remains a requirement to obtain standard onshore rights that will be key for the proper operation of the offshore project.
https://t.co/9qEB5LfrD4 
#mhclaw https://t.co/1wgs0QV460"
106,2022-04-25 15:08:35+00:00,1518607914721759237,"@molesuk So glad you got to them in time. And it's not just ""farm animals"" that are slaughtered in their millions. The amount of horses being slaughtered every day is horrific 😭🐎
#Horses #horselover #vegetarian #AnimalWelfare"
107,2022-04-25 14:39:56+00:00,1518600704587448321,@jayr1972 @GeorgeNicolasUK @RichWigan Yes it is. It’s my main uk residence after I sold my previous uk  farm khunt.
108,2022-04-25 14:30:38+00:00,1518598363192741888,If it's on the farm it's on Farming Independent - our newsletter brings you the latest livestock trade prices and farming news https://t.co/e1c8z8uqt7
109,2022-04-25 14:00:58+00:00,1518590895704137730,"Have you tried An Rolla Dubh (The Black Log)? Made by Larry &amp; Anne Maguire of Galway Goat Farm, this aged ashed rinded goats' cheese is light &amp; yielding when young with refreshing acidity. As it ages, the earthy goat flavours intensify. It pairs perfectly with crisp white wines. https://t.co/aEDi7OF93c"
110,2022-04-25 12:34:12+00:00,1518569059511590913,😂. 'Dis'-honest UK citizen here. Mate. Or Tory or Russian bot farm here. https://t.co/2oSa0fr6Xb
111,2022-04-25 12:09:43+00:00,1518562898754342912,"[New Album on Flickr:] Hiding in Plain Sight _ Architectural Farm | https://t.co/gbpmSKf7AY | Architectural Photography of a new house at the end of an existing terrace in Dublin, by Architectural Farm.| #photography #stemurray https://t.co/y6DXLjJeFE"
112,2022-04-25 08:28:13+00:00,1518507157662089217,"@tomhappens Golden Turkey @ Glenroe Farm on Saturday, must have seen a blue Budgie also..... https://t.co/vcxc43DzJg"
113,2022-04-25 07:47:14+00:00,1518496843344367616,"Hannah MIller's whole approach to life has been hugely supportive for her during challenging times. 
Hear about her pandemic experience immersed in the changing seasons and the rearing of chickens, ducks, and goats on her family farm in Wexford on Ep.10 of #bittersweetsymphony. https://t.co/gN0Rz743RC"
114,2022-04-25 07:41:40+00:00,1518495441339490304,"https://t.co/7tMIdpKejo the world, animals are crammed into cruel factory farms or enduring horrific long distance live transport. Please will you join me, and take action to help end this suffering https://t.co/bXNovaqLQ3"
115,2022-04-25 04:57:32+00:00,1518454135292674050,@seventiesuk There was one based on a farm. Scarier than The Exorcist.
116,2022-04-25 01:53:35+00:00,1518407846085685248,@metararity @ThePossessedNFT @_Faiq_gauld @wap365 @DenzelTurreo @Firose_farm @burger_gz
117,2022-04-25 00:25:00+00:00,1518385553586233344,"@IrishTimes #Surrogacy is banned in most EU countries, FYI! The privileged &amp; wealthy use &amp; exploit poor women (like in #Ukraine) as baby farms &amp; this should not be seen as normal! The senator was speaking her mind on the matter and those views are the majority European views.👇 https://t.co/CGHdlnbrbX"
118,2022-04-24 23:56:53+00:00,1518378477422006272,"@elonmusk @JohnnaCrider1 @stats_feed personally, i always knew you had a good reason to farm the hyperloop idea out to young ideas. synergy always gets things moving. please use your twitter power for the ultimate prank...
all blocks unblocked boom."
119,2022-04-24 22:41:32+00:00,1518359515338616832,@adrianweckler Ah. Ive discovered the magic too Adrian. Here since July and I’ve just bought a 70 acre farm. #erris
120,2022-04-24 20:44:35+00:00,1518330084167458816,@Dyln5k @VennomFPS @EDEN_FPS @Smky0117 @MACE_VL @StimBeaconVal @Val_Bix @jaytato2 We love a good ol impression farm
121,2022-04-24 20:41:10+00:00,1518329224230100992,My parents told me they found me on their front doorstep. They were hardworking farmers with a very large farm. My Mom came out the door to take lunch to Dad while he was out in the fields plowing. #bookbubble Stu Duncan https://t.co/RprIAVjj48 #fiction #literature #amreading
122,2022-04-24 19:35:07+00:00,1518312600345456642,Does anyone know who the actor is that plays Dad on the 3 add. I think it’s called “Family Farm” Some sources say Joe McKinney but it’s not the guy from the famous Guinness add. I think it’s the best bit of acting I’ve seen for a while. Tried the web to no avail. #brilliant #who https://t.co/UDgWW0OR3u
123,2022-04-24 17:49:41+00:00,1518286068319195138,"A must visit to @Shackletongard is a glorious must @Fingalcoco 🌱🍃☀️beside the beautiful farm @BeechParkAllot 
#shackletongarden #dublin15 https://t.co/EkPxm1T7wq"
124,2022-04-24 14:54:56+00:00,1518242088051171328,There is opportunity available this spring and summer for a chef to really explore farm to fork cooking and entertaining. This very serious opportunity for a chef to get their hands dirty. Please email info@liathrestaurant.com and we will provide more details https://t.co/xeiLwXW8ee
125,2022-04-24 14:22:08+00:00,1518233836974444544,@foodborn @NiallHarbison 100% what Niall is doing is right but the cuties over there still deserve a home &amp;a lot of people here (regardless of the fact it shouldn't be based on appearance/breed) want a specific breed so I'd sooner they rehome a doggie from Thailand then purchase off a puppy farm in Irel
126,2022-04-24 14:14:22+00:00,1518231882357432322,What a beautiful morning!!!! Thank you to everyone for helping us celebrate our 3rd Birthday 🥳 #volunteer #cityfarm #sunday #april https://t.co/nGXvb3zFjv
127,2022-04-24 13:08:08+00:00,1518215215036444673,"According to 2020 research by @teagasc &amp; @ucdvetmed involving 35% of the national herd, ""Antimicrobial use on Irish pig farms is characterised by a high proportion of prophylactic [preventative] use, primarily delivered using medicated feed"" 
https://t.co/sCcCcfyidV"
128,2022-04-24 13:08:08+00:00,1518215213123784704,"Doctors &amp;scientists have warned for years about ""widespread use of antibiotics on farms where they are given to animals – most often pigs and poultry..in order to keep them in poor..conditions where disease spreads easily
https://t.co/3oL60qx1pg"
129,2022-04-24 12:16:23+00:00,1518202188128034819,@philipnolan1 Russian bot farms
130,2022-04-24 11:33:12+00:00,1518191320468180993,"@pdosullivan @dbarlon @DubCityCouncil @Specsavers As you know, everything is about context. A land Rover discovery looks fine going through mud on a farm, in an urban environment it looks ridiculous, obnoxious even."
131,2022-04-24 11:11:57+00:00,1518185972495790080,"@rtenews Story: Ex-environment Minister Richard Bruton struck a deal to lease 127 acres of his land to Energia as part of one of the state’s biggest ever solar farms.

A planning application was submitted just months after Bruton left office."
132,2022-04-24 11:10:12+00:00,1518185534115487744,"@rtenews Story: Ex-environment Minister Richard Bruton struck a deal to lease 127 acres of his land to Energia as part of one of the state’s biggest ever solar farms.

A planning application was submitted just months after Bruton left office."
133,2022-04-24 11:09:48+00:00,1518185434450477059,"@rtenews @AdamMaguire Ex-environment Minister Richard Bruton struck a deal to lease 127 acres of his land to Energia as part of one of the state’s biggest ever solar farms.

A planning application was submitted just months after Bruton left office."
134,2022-04-24 08:06:43+00:00,1518139358112632834,"@kaido72755687 @deltaxbt @MatriXBT GM lads 👋 
Off to the farm with the kids this morning , enjoy Sunday 👍"
135,2022-04-24 07:09:42+00:00,1518125010577149952,"Stop Reported Kidnapping, Rape, and Enslavement of Migrant Farm Workers: https://t.co/IMmMA5X6Ao"
